iter	Logloss
194	0.3206520227
195	0.3200391756
196	0.3193215293
197	0.319063968
198	0.3183792508
199	0.3176625296
200	0.3171797654
201	0.316510413
202	0.3159270071
203	0.3153368249
204	0.3149289468
205	0.3143207422
206	0.3136196701
207	0.3131691201
208	0.3126519616
209	0.3120591844
210	0.3112487086
211	0.3106396172
212	0.310134996
213	0.3099363258
214	0.3094475105
215	0.3093055559
216	0.308627359
217	0.3079412006
218	0.3075480906
219	0.3072313543
220	0.3066720438
221	0.3060519242
222	0.3055693966
223	0.3049759829
224	0.304239246
225	0.3038244063
226	0.3031950113
227	0.3026169752
228	0.3021103567
229	0.3016089371
230	0.3011898265
231	0.3005593673
232	0.2999252888
233	0.2994986169
234	0.2990987377
235	0.298455796
236	0.2979903791
237	0.2975516299
238	0.297173543
239	0.296597202
240	0.2959594382
241	0.295341254
242	0.2946664923
243	0.294202601
244	0.2936649006
245	0.2933176161
246	0.2929710879
247	0.292573822
248	0.2921979536
249	0.291740681
250	0.2913369073
251	0.2908512257
252	0.2902722439
253	0.2899819607
254	0.2895440322
255	0.2890507886
256	0.2887502744
257	0.2882369449
258	0.287801018
259	0.2873270582
260	0.286867119
261	0.2865032448
262	0.2861151005
263	0.2857569149
264	0.2856837997
265	0.2851599253
266	0.2848232831
267	0.28425685
268	0.2838356633
269	0.2837203323
270	0.2832758002
271	0.2830425687
272	0.2828841517
273	0.2825074329
274	0.2822131509
275	0.2819078981
276	0.2815060693
277	0.2812178138
278	0.2809513072
279	0.2805864154
280	0.2800928096
281	0.2797059121
282	0.2793662834
283	0.2790157812
284	0.2786086496
285	0.2783453401
286	0.2780479435
287	0.277674755
288	0.2772943233
289	0.2768214427
290	0.276357643
291	0.2759348032
292	0.2755936555
293	0.2755304947
294	0.2751649256
295	0.2747555385
296	0.274393549
297	0.2741567329
298	0.2738520096
299	0.2735235916
300	0.273245426
301	0.2730161599
302	0.2729036591
303	0.272601334
304	0.272388012
305	0.2720513962
306	0.2717062217
307	0.2713692617
308	0.2711322369
309	0.2708075208
310	0.2704194506
311	0.2698932853
312	0.2694978589
313	0.2690578508
314	0.2687467291
315	0.2685129451
316	0.2683077834
317	0.267903495
318	0.2676469654
319	0.2672879999
320	0.2671365883
321	0.2667075542
322	0.2664381721
323	0.2661597589
324	0.2659152567
325	0.2657799106
326	0.2655395337
327	0.2653504284
328	0.2651458701
329	0.2647568705
330	0.2644491903
331	0.264250318
332	0.2638716207
333	0.2637168721
334	0.2634913673
335	0.2631492495
336	0.2630829191
337	0.2628126156
338	0.2627237402
339	0.2623584815
340	0.2620958854
341	0.2618465465
342	0.2618110202
343	0.261636471
344	0.2614567389
345	0.2611150214
346	0.2608569201
347	0.2604610556
348	0.2602623579
349	0.2599545986
350	0.2596941902
351	0.2594713934
352	0.2592647711
353	0.2589542072
354	0.2586148375
355	0.258458896
356	0.2581848793
357	0.2581610842
358	0.2578922302
359	0.2575746792
360	0.2572559536
361	0.2569990081
362	0.2567341081
363	0.2564777005
364	0.2563302421
365	0.2561030426
366	0.2560277025
367	0.2558488599
368	0.255572837
369	0.2553343657
370	0.2549661144
371	0.2547434861
372	0.2545176277
373	0.2543388747
374	0.2540858882
375	0.2538444897
376	0.2536760629
377	0.2533922797
378	0.2532204598
379	0.2528855783
380	0.2526775787
381	0.2525000795
382	0.2522445508
383	0.2519322893
384	0.2517496084
385	0.2515548092
386	0.2513780761
387	0.2511165128
388	0.2508100069
389	0.2506417788
390	0.2504129648
391	0.25013296
392	0.2499599224
393	0.2498287111
394	0.2496653064
395	0.2494401666
396	0.2491893702
397	0.248938316
398	0.2488175685
399	0.2485896201
400	0.2483325191
401	0.2481126337
402	0.2478839172
403	0.2476552025
404	0.247477232
405	0.2471596445
406	0.2469186879
407	0.2466002499
408	0.2464657983
409	0.2462930662
410	0.2460434775
411	0.2459065532
412	0.2458100184
413	0.2455871799
414	0.2454223376
415	0.2452751508
416	0.2451217589
417	0.2449831395
418	0.2447689897
419	0.244663532
420	0.2444338271
421	0.244214733
422	0.2440636723
423	0.2439127091
424	0.2437872999
425	0.2436640854
426	0.2434534188
427	0.2433091424
428	0.2432017352
429	0.2430776812
430	0.2428905693
431	0.2428683394
432	0.2425770101
433	0.242309275
434	0.2421926904
435	0.2419781556
436	0.2418699001
437	0.2416363247
438	0.241486271
439	0.2411746661
440	0.2410274958
441	0.2407488316
442	0.2403907446
443	0.2401516273
444	0.2399442683
445	0.2399350525
446	0.2398258185
447	0.2396452885
448	0.239353002
449	0.2392571019
450	0.2391428932
451	0.2389127995
452	0.2387318526
453	0.2385661947
454	0.2382299035
455	0.2380290252
456	0.2377879104
457	0.237466542
458	0.2372014404
459	0.2369623243
460	0.2367329938
461	0.2365588709
462	0.2362959282
463	0.2359802363
464	0.2357836697
465	0.2355784793
466	0.2353993609
467	0.2353103747
468	0.2351160253
469	0.2350017391
470	0.2347401439
471	0.2345904672
472	0.234311971
473	0.2341114219
474	0.2338052229
475	0.2337010771
476	0.2335674465
477	0.2335313329
478	0.2334368879
479	0.2332432731
480	0.2330886961
481	0.2329262449
482	0.2327232303
483	0.2325948195
484	0.232424688
485	0.2322346118
486	0.2319958294
487	0.2318236585
488	0.231777765
489	0.2317344767
490	0.2314258075
491	0.231193723
492	0.2310016818
493	0.2308462251
494	0.2306419561
495	0.2303968798
496	0.2302439948
497	0.2300207443
498	0.2298870064
499	0.2297968185
500	0.2296446964
501	0.2295086756
502	0.2292066457
503	0.2290850341
504	0.2288917261
505	0.2288088638
506	0.2286964729
507	0.2284278724
508	0.2283192881
509	0.2281921468
510	0.2279175
511	0.227785742
512	0.2276820947
513	0.2274511691
514	0.2273017566
515	0.2271712583
516	0.2270848332
517	0.2269737403
518	0.2268764695
519	0.2266099655
520	0.2263324767
521	0.2262524267
522	0.22610599
523	0.2259001116
524	0.2257511198
525	0.2256018668
526	0.2253681946
527	0.2251751151
528	0.2250518162
529	0.2249781082
530	0.2247299832
531	0.2245901669
532	0.2243678031
533	0.2241058512
534	0.2239578321
535	0.2238334651
536	0.2237108576
537	0.2235362179
538	0.2233812342
539	0.2233132664
540	0.2231232096
541	0.2229387164
542	0.2228272371
543	0.2227652155
544	0.2226114466
545	0.2223956816
546	0.2221869789
547	0.2221084968
548	0.2219427282
549	0.2218094581
550	0.221736503
551	0.2216700794
552	0.2213727736
553	0.2210886804
554	0.2209057193
555	0.2206600564
556	0.2205019837
557	0.2203796103
558	0.2202732745
559	0.2200441625
560	0.2198766908
561	0.2197464507
562	0.219579489
563	0.2195564703
564	0.2194573519
565	0.2192849058
566	0.2191868467
567	0.2190765832
568	0.2189946344
569	0.2188935822
570	0.2187201736
571	0.2186217103
572	0.2185870137
573	0.2184774634
574	0.218220254
575	0.2180359157
576	0.2179363048
577	0.2178038342
578	0.2176238587
579	0.2172859503
580	0.2170636968
581	0.2169671949
582	0.2168679321
583	0.2166460148
584	0.2164853428
585	0.2162895194
586	0.2161244888
587	0.2158894838
588	0.2157895596
589	0.2156364197
590	0.2154692874
591	0.21532518
592	0.2151771797
593	0.2149939469
594	0.2147705747
595	0.2146132615
596	0.2143752951
597	0.2142736896
598	0.2141399324
599	0.2140252947
600	0.2138425232
601	0.2137207074
602	0.2136016744
603	0.2134732017
604	0.2133074984
605	0.2131173207
606	0.2129939048
607	0.2128752085
608	0.2127652207
609	0.2126841443
610	0.2125605584
611	0.2125416708
612	0.2124325879
613	0.2123249315
614	0.2121934664
615	0.2120700949
616	0.2119301682
617	0.2118605644
618	0.2118185132
619	0.2116597786
620	0.2115529832
621	0.211322631
622	0.2111215127
623	0.2110413153
624	0.210806128
625	0.2106142199
626	0.2104185765
627	0.2102958812
628	0.2101927666
629	0.2100898653
630	0.2099393329
631	0.2098545218
632	0.2097020155
633	0.209671943
634	0.2096443113
635	0.2095832786
636	0.2095348256
637	0.2094294184
638	0.2093199364
639	0.2092724027
640	0.2091984531
641	0.2090440679
642	0.2089222099
643	0.2088739649
644	0.2087787446
645	0.2086996543
646	0.2086044767
647	0.2085650291
648	0.2084618386
649	0.2083612664
650	0.20830001
651	0.2081878142
652	0.2081412709
653	0.208028044
654	0.2079098028
655	0.2078335248
656	0.2077854112
657	0.2075130864
658	0.2073985684
659	0.2072973588
660	0.2071557062
661	0.2071008606
662	0.2069650897
663	0.2068008425
664	0.2067143179
665	0.206571269
666	0.2065139458
667	0.206392936
668	0.20630036
669	0.2061665162
670	0.2060985682
671	0.2059267945
672	0.2058076778
673	0.2057399802
674	0.2056062684
675	0.2055524744
676	0.2054533294
677	0.2053437236
678	0.2052438619
679	0.2050968574
680	0.205035781
681	0.2049070617
682	0.2047847224
683	0.2047834725
684	0.2046739889
685	0.2046429262
686	0.2044817107
687	0.204374947
688	0.2042820214
689	0.2042026647
690	0.2040780738
691	0.2039979167
692	0.203943762
693	0.2039108007
694	0.2038812463
695	0.2036988414
696	0.203607475
697	0.2033609081
698	0.2032509112
699	0.2031777306
700	0.2030806367
701	0.2028194609
702	0.2027315268
703	0.2025370179
704	0.2022908241
705	0.2021896357
706	0.2020849603
707	0.2020216901
708	0.2019206834
709	0.201799313
710	0.2017398603
711	0.2015845417
712	0.2014983566
713	0.2013618395
714	0.2013084908
715	0.201256253
716	0.2009803585
717	0.2008870592
718	0.2008158655
719	0.2008115271
720	0.2007425107
721	0.2006593141
722	0.2006062657
723	0.2005378983
724	0.2003527041
725	0.2002571288
726	0.2002309522
727	0.2001016451
728	0.2000224093
729	0.1998491062
730	0.199780931
731	0.199711714
732	0.1996945539
733	0.1994286535
734	0.1993697981
735	0.1993378979
736	0.199194081
737	0.1990672403
738	0.198978537
739	0.1987343778
740	0.1987333795
741	0.1986526755
742	0.1984162776
743	0.1982514336
744	0.198161007
745	0.1981126752
746	0.19797925
747	0.1979313227
748	0.19781576
749	0.1977795302
750	0.1977068613
751	0.1976399125
752	0.1976042221
753	0.197481031
754	0.197417115
755	0.1971630751
756	0.1970823353
757	0.1970016299
758	0.1968831167
759	0.1967691088
760	0.196751712
761	0.196601383
762	0.1964045956
763	0.196314585
764	0.1962406597
765	0.1961176793
766	0.1960558709
767	0.1957989389
768	0.1957246353
769	0.1956449692
770	0.1955407245
771	0.1954312709
772	0.1953846772
773	0.1952778756
774	0.1951684155
775	0.1950675593
776	0.1949108378
777	0.1947949135
778	0.1945213811
779	0.1942413995
780	0.1940232458
781	0.193809481
782	0.1937078711
783	0.1936396083
784	0.1935310337
785	0.1933877534
786	0.1932642256
787	0.1932440893
788	0.1930736962
789	0.1929389773
790	0.1926751292
791	0.1925630527
792	0.192460069
793	0.1923594208
794	0.1921902245
795	0.1921602044
796	0.1920525675
797	0.192014643
798	0.1918281934
799	0.1917230497
800	0.1916505834
801	0.191547124
802	0.1913894655
803	0.1912398226
804	0.1911528494
805	0.1910181512
806	0.1909014901
807	0.1907271211
808	0.1904946227
809	0.1903548599
810	0.1901901241
811	0.1901307082
812	0.1900169629
813	0.189931828
814	0.1897861411
815	0.1897189694
816	0.1895247456
817	0.1894552156
818	0.1893210963
819	0.1892061395
820	0.1891452403
821	0.1890176858
822	0.1888219602
823	0.1887527822
824	0.1886377382
825	0.1885070303
826	0.1883856657
827	0.1883406665
828	0.188271009
829	0.188009437
830	0.1879678965
831	0.1879333554
832	0.1878672488
833	0.1877859777
834	0.1877400924
835	0.1876550247
836	0.1875905062
837	0.1875714654
838	0.1874477904
839	0.1872312496
840	0.1871811081
841	0.1870008738
842	0.1868545452
843	0.186614458
844	0.1865744679
845	0.1865120043
846	0.1863096327
847	0.1861449099
848	0.1860800523
849	0.1860039833
850	0.185860905
851	0.1856996148
852	0.1855129569
853	0.185333328
854	0.1852779264
855	0.1852518352
856	0.1851701632
857	0.185074427
858	0.1849730146
859	0.1848578047
860	0.1847839692
861	0.1846846013
862	0.1845644715
863	0.1844458357
864	0.1843220772
865	0.1842572622
866	0.184058002
867	0.1839550692
868	0.1837474701
869	0.1836326766
870	0.1835669029
871	0.1835121253
872	0.1834151503
873	0.1833948062
874	0.1833301228
875	0.1832533661
876	0.1830874133
877	0.1829649321
878	0.1828979263
879	0.1828572725
880	0.1827907041
881	0.1827205541
882	0.1826050249
883	0.1825633406
884	0.1824760528
885	0.1822039353
886	0.1821110564
887	0.1818925046
888	0.1817438116
889	0.1816821913
890	0.1816046649
891	0.1815736378
892	0.181442838
893	0.1813843779
894	0.1813557066
895	0.1812685884
896	0.1812492675
897	0.1811759463
898	0.1811213876
899	0.1810272895
900	0.1809672422
901	0.1809496956
902	0.1808551845
903	0.1806956962
904	0.1805344606
905	0.1804795173
906	0.1803813082
907	0.1802862122
908	0.1802217776
909	0.1801503706
910	0.1800020074
911	0.179929533
912	0.1798322555
913	0.1797730231
914	0.1797116578
915	0.1796802068
916	0.1795969289
917	0.1795022219
918	0.1794157452
919	0.1792532924
920	0.1791531321
921	0.1790666127
922	0.1790504039
923	0.1789789015
924	0.1789584254
925	0.1788489588
926	0.1787640201
927	0.1787304957
928	0.1785978952
929	0.1785692853
930	0.1784939505
931	0.1784563863
932	0.1783054564
933	0.1781033331
934	0.1780623051
935	0.1779163254
936	0.1778197773
937	0.1777792121
938	0.1777304454
939	0.1776427942
940	0.1774694517
941	0.1773709137
942	0.1772708921
943	0.1772396565
944	0.1772143711
945	0.1771477076
946	0.1770248666
947	0.1769832569
948	0.1768792493
949	0.1767825454
950	0.1767412008
951	0.1766999208
952	0.1766829624
953	0.1765145992
954	0.1764316075
955	0.1763465446
956	0.1763013188
957	0.1762643727
958	0.1761559503
959	0.1761036689
960	0.1759564057
961	0.1758817304
962	0.1756635946
963	0.1755980564
964	0.1754792059
965	0.1754594644
966	0.1754043868
967	0.1752663607
968	0.1750901919
969	0.1749171707
970	0.1748822416
971	0.1748169645
972	0.1747188813
973	0.1746164459
974	0.1744628328
975	0.1741915968
976	0.1741372437
977	0.1740095677
978	0.1739081215
979	0.1738456345
980	0.1737270342
981	0.1736349145
982	0.1734983111
983	0.1734276964
984	0.1734089902
985	0.1733901357
986	0.1732564825
987	0.1732092603
988	0.173093417
989	0.1729091146
990	0.1728943417
991	0.1728171659
992	0.1728103095
993	0.1727484814
994	0.1726562687
995	0.1725964682
996	0.1725745273
997	0.1724029242
998	0.1723490845
999	0.1722102482
