iter	Logloss
165	0.4401875266
166	0.4400976279
167	0.4371928417
168	0.4371063144
169	0.436960575
170	0.436877375
171	0.4360923539
172	0.4352631169
173	0.4323590382
174	0.4322813049
175	0.4312778911
176	0.4310019703
177	0.4274864027
178	0.4274110835
179	0.4255415084
180	0.4235879641
181	0.4235154808
182	0.4234125074
183	0.4232936792
184	0.4232253294
185	0.4218814024
186	0.4218143708
187	0.4217486033
188	0.4215622972
189	0.420687549
190	0.4167536398
191	0.4159970465
192	0.4159035744
193	0.4155832883
194	0.4132709654
195	0.4132088217
196	0.4131478489
197	0.4128223136
198	0.4127637907
199	0.4126410782
200	0.412584813
201	0.4125296072
202	0.4110949409
203	0.4110409517
204	0.4104708423
205	0.4097036932
206	0.4085792319
207	0.4081025361
208	0.4074436348
209	0.4057230857
210	0.4056735616
211	0.4009717602
212	0.4009234085
213	0.4006554525
214	0.4006090106
215	0.4005522963
216	0.4003048169
217	0.4000918288
218	0.3979341981
219	0.3953968938
220	0.3951883421
221	0.3947923392
222	0.3946547324
223	0.3945886973
224	0.3940142529
225	0.3938134554
226	0.3902571204
227	0.3902163966
228	0.3901154995
229	0.3899549991
230	0.3876470361
231	0.387293782
232	0.3872557501
233	0.3871887574
234	0.3871521551
235	0.3871152633
236	0.3870800239
237	0.3849773548
238	0.3847149128
239	0.3846805233
240	0.3844434628
241	0.3844104706
242	0.3843780979
243	0.3842472305
244	0.3842160642
245	0.3841847635
246	0.3837963164
247	0.3837539675
248	0.3837252462
249	0.3836970638
250	0.3834479992
251	0.3834206689
252	0.3832093688
253	0.3831801795
254	0.3831543828
255	0.3827463928
256	0.3827214854
257	0.382697045
258	0.3794473378
259	0.379236275
260	0.3791842895
261	0.3791592067
262	0.3785893456
263	0.3784530062
264	0.3784275597
265	0.3781862518
266	0.3748122655
267	0.3747875664
268	0.3746366046
269	0.3733463317
270	0.3730298814
271	0.3712707929
272	0.3712481
273	0.3694891042
274	0.369449114
275	0.3694263653
276	0.3683796123
277	0.3679577646
278	0.3677108347
279	0.3661110221
280	0.3660893143
281	0.3638246196
282	0.3623951735
283	0.3623668007
284	0.3623458703
285	0.3590271261
286	0.3590058492
287	0.3578227445
288	0.3576573794
289	0.3574951687
290	0.3546049367
291	0.3545834716
292	0.3539711173
293	0.3539504185
294	0.3539301076
295	0.3539101773
296	0.3536945218
297	0.3536622122
298	0.35364342
299	0.3536249799
300	0.3530634043
301	0.3530455271
302	0.3530057647
303	0.3514751451
304	0.3496603814
305	0.3496429024
306	0.3496257509
307	0.3496089206
308	0.3492419817
309	0.3490956549
310	0.3488682527
311	0.3483582388
312	0.3483429263
313	0.3482759117
314	0.3482611991
315	0.3482467619
316	0.3451685473
317	0.3428579765
318	0.3428421177
319	0.3403386506
320	0.3403181401
321	0.3403015706
322	0.3402853114
323	0.3402693567
324	0.3389258098
325	0.3389098259
326	0.3384680845
327	0.338451362
328	0.3380599203
329	0.338044745
330	0.3376505649
331	0.3373606238
332	0.3373241811
333	0.3359665677
334	0.3358086075
335	0.3356864005
336	0.3331497388
337	0.3327839426
338	0.3327526131
339	0.3327197866
340	0.3301891324
341	0.330137859
342	0.3301229348
343	0.33010829
344	0.3294344508
345	0.3292702013
346	0.3292563036
347	0.3267463159
348	0.3267313045
349	0.3267172498
350	0.325625631
351	0.3255851223
352	0.3255719256
353	0.3255589759
354	0.3255462684
355	0.3254741361
356	0.3254445091
357	0.3254325401
358	0.3248874193
359	0.3248555397
360	0.3240074611
361	0.3239336141
362	0.3238922078
363	0.3221845934
364	0.3221732434
365	0.321396398
366	0.3212149196
367	0.3209517609
368	0.3208289435
369	0.3208031025
370	0.3207906562
371	0.3205267634
372	0.3205164871
373	0.3193191649
374	0.3188663239
375	0.3188357125
376	0.3186797629
377	0.3182081242
378	0.3173651133
379	0.3173512767
380	0.3173414154
381	0.3173317384
382	0.316055005
383	0.3140688747
384	0.3129383098
385	0.3128791817
386	0.3128691401
387	0.3120830292
388	0.3120729198
389	0.3118265573
390	0.3106413332
391	0.3100414811
392	0.3100314088
393	0.3079289274
394	0.3075082238
395	0.3074596308
396	0.3074387875
397	0.3068753294
398	0.3063295033
399	0.3044908329
400	0.3044805041
401	0.3044703684
402	0.3043701536
403	0.3027324314
404	0.3025278956
405	0.3023913735
406	0.3019613685
407	0.3014976256
408	0.3014881535
409	0.3014788584
410	0.3000572709
411	0.300048345
412	0.3000344122
413	0.2996415152
414	0.2981976836
415	0.2981894988
416	0.2966937088
417	0.2966788969
418	0.295076708
419	0.2950676567
420	0.2942792621
421	0.294270312
422	0.2942557424
423	0.2925306927
424	0.2925216639
425	0.2925128039
426	0.2925041096
427	0.292355827
428	0.2923474062
429	0.2923391429
430	0.292331034
431	0.2923180613
432	0.2920257878
433	0.2919391288
434	0.2918976507
435	0.2916391518
436	0.2916058657
437	0.2906601758
438	0.2903268122
439	0.2899286986
440	0.2895271661
441	0.2895201736
442	0.2889110968
443	0.287490275
444	0.2874821427
445	0.287073735
446	0.2870664149
447	0.2861505192
448	0.285570295
449	0.2854843145
450	0.2854773356
451	0.2854584601
452	0.2851777621
453	0.28363666
454	0.2836299602
455	0.2835927189
456	0.2833422934
457	0.2833331732
458	0.2828635538
459	0.2828573078
460	0.2828057372
461	0.2827939176
462	0.2813722207
463	0.28079123
464	0.2793932082
465	0.2777756855
466	0.2777662508
467	0.2761998815
468	0.2755279942
469	0.2754776195
470	0.2754337731
471	0.2754265413
472	0.274277728
473	0.2742360584
474	0.2730037895
475	0.2721824912
476	0.2721745219
477	0.2713388419
478	0.271322066
479	0.2713140577
480	0.2705251857
481	0.2704866197
482	0.2704789025
483	0.2704621814
484	0.2704547526
485	0.2703187234
486	0.2689480434
487	0.2689042741
488	0.2680109192
489	0.2671475715
490	0.267107526
491	0.267092079
492	0.2670850447
493	0.2670136148
494	0.2668697439
495	0.266847387
496	0.2667747313
497	0.2657507098
498	0.2650172154
499	0.2640196139
500	0.2639762755
501	0.2639666833
502	0.26308486
503	0.2629250582
504	0.2629173112
505	0.2628581782
506	0.2622710443
507	0.26222921
508	0.2612083359
509	0.2600187262
510	0.260009652
511	0.2599329075
512	0.2599257767
513	0.2599097801
514	0.259332956
515	0.2590499754
516	0.2590402548
517	0.2590334875
518	0.2590268467
519	0.2590203319
520	0.259013937
521	0.2588773819
522	0.258816964
523	0.258810896
524	0.2582666192
525	0.2582605414
526	0.2582344418
527	0.2572706407
528	0.2572611642
529	0.2571227168
530	0.2570587846
531	0.2568127086
532	0.256744515
533	0.2567164695
534	0.2565090005
535	0.256503395
536	0.2562763596
537	0.2562710197
538	0.2562103634
539	0.2561424802
540	0.2561249488
541	0.256119964
542	0.2552695989
543	0.2551816678
544	0.2551770743
545	0.2546907639
546	0.2546508355
547	0.2546463409
548	0.2546295463
549	0.2545764825
550	0.2543267452
551	0.253540576
552	0.252210913
553	0.2510725079
554	0.2509506994
555	0.2503268081
556	0.2502909757
557	0.2502869843
558	0.250267466
559	0.2502471606
560	0.2501160293
561	0.2501123351
562	0.2494723668
563	0.2494084566
564	0.2484271278
565	0.2484234931
566	0.2483715635
567	0.2483279335
568	0.2483244897
569	0.2483211101
570	0.248303985
571	0.2482967207
572	0.2475805668
573	0.2470695841
574	0.2470643583
575	0.2470592809
576	0.2469163332
577	0.2469131751
578	0.246910076
579	0.2469064089
580	0.2467883894
581	0.2466583807
582	0.2465894364
583	0.2457332579
584	0.2453441845
585	0.2439810507
586	0.2439779286
587	0.2433817163
588	0.2432531146
589	0.2430573029
590	0.2430544049
591	0.2430515609
592	0.2423584176
593	0.2423556272
594	0.2416068428
595	0.241590373
596	0.2415876822
597	0.2411273246
598	0.240341984
599	0.2403388984
600	0.2403358704
601	0.2403153623
602	0.2403124451
603	0.2399281804
604	0.2397610096
605	0.2392320569
606	0.2386706222
607	0.2384559862
608	0.2381873808
609	0.2381844822
610	0.237629975
611	0.2374527646
612	0.2366544286
613	0.2362438587
614	0.2362406077
615	0.2362374173
616	0.2362342883
617	0.2362312159
618	0.2355066705
619	0.2355033216
620	0.2351463003
621	0.2348214371
622	0.234815458
623	0.2344619928
624	0.2339470254
625	0.2338305485
626	0.2329638936
627	0.2322262575
628	0.232082679
629	0.2320796029
630	0.2314428929
631	0.2314398401
632	0.2306331259
633	0.2305827183
634	0.2303053404
635	0.22980253
636	0.2296885592
637	0.2296856621
638	0.2296796953
639	0.2296082223
640	0.2291817719
641	0.2289798097
642	0.2289077151
643	0.2282580523
644	0.2282554266
645	0.2281099412
646	0.2281074335
647	0.227859729
648	0.2276255605
649	0.2276231753
650	0.2272411976
651	0.2272389188
652	0.227215637
653	0.226122285
654	0.2249551722
655	0.2234130057
656	0.2233976696
657	0.2230978725
658	0.2225437393
659	0.2211677143
660	0.2207667786
661	0.2207643279
662	0.2203144294
663	0.2202793946
664	0.2200605656
665	0.219664443
666	0.2196618823
667	0.2195113031
668	0.2193374498
669	0.2191274116
670	0.2191249967
671	0.2182631922
672	0.2182075995
673	0.2182022371
674	0.218181128
675	0.2180806526
676	0.216893563
677	0.2167280261
678	0.2167162048
679	0.2160651522
680	0.2154074297
681	0.2139729429
682	0.2139709773
683	0.213429426
684	0.2134273099
685	0.212415283
686	0.2120458818
687	0.211724359
688	0.2113408301
689	0.210245943
690	0.2095291746
691	0.2087510352
692	0.2084457441
693	0.2083666829
694	0.2081693644
695	0.2078398621
696	0.2075477092
697	0.2075339338
698	0.207521151
699	0.2069394105
700	0.2069343715
701	0.2066765147
702	0.2047809731
703	0.204685884
704	0.2045016433
705	0.2039940004
706	0.2039320825
707	0.203930304
708	0.2039285588
709	0.2037463211
710	0.2034264325
711	0.2025580803
712	0.2021268325
713	0.2015611124
714	0.2010929525
715	0.2010076587
716	0.2009111187
717	0.2006605518
718	0.200116547
719	0.1999593585
720	0.1990598102
721	0.1985886134
722	0.198330279
723	0.1980667656
724	0.1978396887
725	0.1977782941
726	0.1977394795
727	0.1977046985
728	0.197033486
729	0.1965618553
730	0.1965600285
731	0.1962868749
732	0.195899603
733	0.1954712836
734	0.1944789711
735	0.1938794915
736	0.1934283094
737	0.1929159362
738	0.1927462722
739	0.1927430656
740	0.192596808
741	0.1921952862
742	0.1915965406
743	0.1900689011
744	0.1900667575
745	0.1900085515
746	0.1900066674
747	0.1899164545
748	0.1899117546
749	0.1896646444
750	0.1892508975
751	0.1881211564
752	0.1881192895
753	0.1877524202
754	0.1871668955
755	0.1870251787
756	0.1870228911
757	0.1869139537
758	0.1866970271
759	0.1860775938
760	0.1857448423
761	0.184500532
762	0.1838731867
763	0.1836996345
764	0.183244981
765	0.1832431505
766	0.1831703215
767	0.1830231419
768	0.182630488
769	0.1822770064
770	0.1820845132
771	0.1817008747
772	0.1815936151
773	0.1804671317
774	0.180266527
775	0.1796668281
776	0.1794718273
777	0.1781955463
778	0.1774742983
779	0.1772589813
780	0.1765526514
781	0.1763503071
782	0.1763072632
783	0.1759452959
784	0.175550647
785	0.1755005929
786	0.1754920401
787	0.1752242193
788	0.1745568701
789	0.1743616031
790	0.1735731373
791	0.1729124731
792	0.1724631182
793	0.1719034816
794	0.1713674386
795	0.1712323306
796	0.1702871725
797	0.1701119892
798	0.1696717751
799	0.1695388856
800	0.1694929059
801	0.1692395892
802	0.1690225312
803	0.1684881395
804	0.1673601247
805	0.1673592432
806	0.1670969098
807	0.1666466686
808	0.1663263589
809	0.1661894319
810	0.1656641787
811	0.1653247387
812	0.1648121652
813	0.164667253
814	0.1641278151
815	0.1634554787
816	0.1631686702
817	0.1631235938
818	0.1630048676
819	0.1629890355
820	0.1622573768
821	0.1615368067
822	0.1601012464
823	0.1597674435
824	0.1596080173
825	0.1592481883
826	0.1591460444
827	0.1587553316
828	0.1583405954
829	0.1580392224
830	0.1574872541
831	0.1573874415
832	0.1572585184
833	0.1565913084
834	0.1558543482
835	0.1556648061
836	0.1555768152
837	0.1552130522
838	0.154540319
839	0.1537417996
840	0.1532565599
841	0.1524760844
842	0.152075188
843	0.151949953
844	0.1515037255
845	0.1512447421
846	0.1511630284
847	0.150666554
848	0.1499752082
849	0.1494900852
850	0.1490082959
851	0.1484131116
852	0.1483131463
853	0.1479097031
854	0.1476225087
855	0.1464155635
856	0.145267488
857	0.1446886195
858	0.1436924796
859	0.143508603
860	0.1430210609
861	0.1425753237
862	0.1419242833
863	0.1417359297
864	0.1415992967
865	0.1412938134
866	0.1411140293
867	0.1405766844
868	0.1405038101
869	0.1401673986
870	0.1396917191
871	0.1390968819
872	0.1388032404
873	0.1385681034
874	0.1382339119
875	0.1380634734
876	0.1376524695
877	0.137418473
878	0.1369844215
879	0.1368222821
880	0.1361131574
881	0.1355379437
882	0.1352049823
883	0.1346015516
884	0.1342927966
885	0.1336344211
886	0.1323878583
887	0.1322023298
888	0.1321392496
889	0.1316665532
890	0.1315813311
891	0.131182163
892	0.1311036995
893	0.1308860511
894	0.1307276163
895	0.1305465661
896	0.1297860578
897	0.1294368498
898	0.1291193716
899	0.1283752038
900	0.1277610643
901	0.1276829527
902	0.1273653305
903	0.1272238884
904	0.1269232434
905	0.1262053346
906	0.1261228567
907	0.1257620988
908	0.1254078123
909	0.1248617086
910	0.1241735749
911	0.1241218025
912	0.1236086275
913	0.1235042527
914	0.1229540973
915	0.1226617315
916	0.1215786611
917	0.1215060009
918	0.1211454641
919	0.121000399
920	0.1206255517
921	0.1205562262
922	0.1202853755
923	0.1195806631
924	0.1192879098
925	0.1191884693
926	0.119181713
927	0.1187634983
928	0.1184125149
929	0.1179053394
930	0.1171409696
931	0.117078262
932	0.1165613648
933	0.1163157046
934	0.1160229382
935	0.1159300417
936	0.1155543796
937	0.1152799019
938	0.1150248294
939	0.1143680789
940	0.1137388892
941	0.1129464567
942	0.112608365
943	0.1122187886
944	0.1113334227
945	0.1112663496
946	0.1109181901
947	0.1098020145
948	0.1093653347
949	0.1089168249
950	0.1087086922
951	0.1085118272
952	0.1084112803
953	0.1078251292
954	0.107596025
955	0.1069877526
956	0.1063451359
957	0.1057056573
958	0.1055992105
959	0.1052637875
960	0.1048857126
961	0.1047157156
962	0.1044668217
963	0.1042474697
964	0.1036544129
965	0.1030490854
966	0.1025726747
967	0.1018073906
968	0.1011715653
969	0.1010720934
970	0.1009495606
971	0.1004049628
972	0.1003686549
973	0.1003123741
974	0.1001165271
975	0.1000300106
976	0.09988266947
977	0.09981346437
978	0.09953209866
979	0.09928318949
980	0.09889956083
981	0.09823497
982	0.09779265117
983	0.09734588206
984	0.09701483389
985	0.09675455569
986	0.09642548932
987	0.09616970762
988	0.09535239138
989	0.09518083097
990	0.09438539182
991	0.09419153975
992	0.09407771091
993	0.09335781867
994	0.0924809132
995	0.09219926744
996	0.09168468164
997	0.09141854203
998	0.09116636538
999	0.09044390245
1000	0.09019330478
1001	0.09011227962
1002	0.08981781571
1003	0.08946956495
1004	0.08928500192
1005	0.08878641304
1006	0.08825680685
1007	0.08802539695
1008	0.08788480474
1009	0.08779269124
1010	0.08767607103
1011	0.08748173078
1012	0.0871139876
1013	0.08660935837
1014	0.08643329865
1015	0.08610608588
1016	0.08569944763
1017	0.08537677806
1018	0.08527104079
1019	0.08514931818
1020	0.08473419883
1021	0.08459222378
1022	0.08438117363
1023	0.08423179832
1024	0.08394064865
1025	0.08376702795
1026	0.08341762558
1027	0.08322879021
1028	0.08308830288
1029	0.08288613996
1030	0.08260823942
1031	0.0825284576
1032	0.08238380544
1033	0.08232657092
1034	0.08163426855
1035	0.08117812243
1036	0.08095260905
1037	0.08073976337
1038	0.0805973214
1039	0.08047794452
1040	0.08022237204
1041	0.07981798501
1042	0.07967381415
1043	0.07955904679
1044	0.07949194272
1045	0.07938978441
1046	0.07914898942
1047	0.07887415161
1048	0.07874064037
1049	0.0785460572
1050	0.07841238451
1051	0.07820721176
1052	0.07750640466
1053	0.07726381623
1054	0.0771669216
1055	0.07697866018
1056	0.07685057961
1057	0.07671983261
1058	0.07648266496
1059	0.07634235906
1060	0.07622039433
1061	0.07595037797
1062	0.07557655406
1063	0.07531687152
1064	0.07522260706
1065	0.0748904135
1066	0.07482541263
1067	0.07465066746
1068	0.07441232616
1069	0.07403914555
1070	0.07392799203
1071	0.07374822251
1072	0.07335562826
1073	0.07326334976
1074	0.07291007037
1075	0.07273710127
1076	0.07261078776
1077	0.0724779625
1078	0.07219364932
1079	0.07183607991
1080	0.07168986592
1081	0.0714646317
1082	0.07119183421
1083	0.07108358041
1084	0.07098231441
1085	0.07080279087
1086	0.07042505881
1087	0.07033811909
1088	0.07018452072
1089	0.0699594078
1090	0.06962838773
1091	0.0695246258
1092	0.06940939537
1093	0.06910535269
1094	0.06905281617
1095	0.0689347009
1096	0.06834335645
1097	0.06802367279
1098	0.06786004717
1099	0.06779609503
1100	0.06767174414
1101	0.06754090527
1102	0.06746292601
1103	0.06734202407
1104	0.06724812667
1105	0.06663144825
1106	0.06659991199
1107	0.06609194857
1108	0.06596063559
1109	0.06579505887
1110	0.06556087438
1111	0.06544879268
1112	0.06511384677
1113	0.06491283324
1114	0.06456817081
1115	0.06432399632
1116	0.06396791323
1117	0.06373837017
1118	0.06357679449
1119	0.06329983883
1120	0.06313365748
1121	0.062978288
1122	0.06281433735
1123	0.06272473723
1124	0.0626460816
1125	0.06255853121
1126	0.06232037798
1127	0.06227195053
1128	0.06198405681
1129	0.06183585149
1130	0.06161369999
1131	0.06145142451
1132	0.0613337062
1133	0.06112386442
1134	0.06100330199
1135	0.06080719673
1136	0.06032088929
1137	0.06013617562
1138	0.06006142577
1139	0.05988107425
1140	0.05979789537
1141	0.05949230742
1142	0.05934406504
1143	0.05926656365
1144	0.05919296769
1145	0.05898348196
1146	0.05854194664
1147	0.05841793361
1148	0.05837143909
1149	0.05827225564
1150	0.05819261089
1151	0.05804550373
1152	0.0579031276
1153	0.05762091707
1154	0.0574660254
1155	0.05725224304
1156	0.05719159784
1157	0.05711348871
1158	0.05685380862
1159	0.05636268942
1160	0.05594020024
1161	0.05556843018
1162	0.05531931059
1163	0.05524459518
1164	0.0550664238
1165	0.05490780672
1166	0.05471995934
1167	0.05455178645
1168	0.05442147244
1169	0.0542764868
1170	0.05419237525
1171	0.05412780089
1172	0.0539557094
1173	0.05375728299
1174	0.05369435476
1175	0.05352061399
1176	0.05320769019
1177	0.05316352377
1178	0.0528385322
1179	0.05267796376
1180	0.05261706941
1181	0.05238406911
1182	0.05222745882
1183	0.05210566017
1184	0.05194776986
1185	0.0518824396
1186	0.05177229026
1187	0.05162379023
1188	0.05146215039
1189	0.05138025468
1190	0.0513377706
1191	0.05092415039
1192	0.05085024577
1193	0.0507951192
1194	0.05056849593
1195	0.05041921786
1196	0.05030155742
1197	0.05024441537
1198	0.05016112563
1199	0.05008219035
1200	0.04988922069
1201	0.04963591918
1202	0.04951646584
1203	0.04916721427
1204	0.04879839959
1205	0.04853650707
1206	0.04844174523
1207	0.04818050821
1208	0.04812552042
1209	0.04805365014
1210	0.04799959688
1211	0.04783857388
1212	0.04780389821
1213	0.0477174158
1214	0.04760446027
1215	0.04750984728
1216	0.04742264414
1217	0.04732172425
1218	0.0472420637
1219	0.04717308662
1220	0.04707248153
1221	0.04695004195
1222	0.04682001891
1223	0.0466833315
1224	0.04652080988
1225	0.04640659242
1226	0.04631808383
1227	0.04625489248
1228	0.04614163713
1229	0.0461089149
1230	0.0459886303
1231	0.04583329558
1232	0.04561849202
1233	0.04542843694
1234	0.04529846993
1235	0.0452478421
1236	0.04512066282
1237	0.0448954196
1238	0.04458299649
1239	0.04436441946
1240	0.04430469419
1241	0.04426325265
1242	0.04422519097
1243	0.04414257437
1244	0.04408820384
1245	0.04391616774
1246	0.04388492392
1247	0.04383042581
1248	0.04370791313
1249	0.04367522916
1250	0.04362668009
1251	0.04355826234
1252	0.04347683362
1253	0.04342966565
1254	0.04323081966
1255	0.04312806041
1256	0.04291415766
1257	0.0428683305
1258	0.04278336807
1259	0.04261886215
1260	0.04250852821
1261	0.04246478932
1262	0.04236939277
1263	0.04232104808
1264	0.04222873438
1265	0.04196923994
1266	0.04189670876
1267	0.04164328406
1268	0.04158761565
1269	0.04133841154
1270	0.04127282538
1271	0.04112177356
1272	0.04109690028
1273	0.04098515684
1274	0.04078748482
1275	0.04065798356
1276	0.04057297855
1277	0.04051166615
1278	0.04029762253
1279	0.04024261896
1280	0.04014826674
1281	0.04011441243
1282	0.04004161924
1283	0.03993211827
1284	0.03981667567
1285	0.03969715363
1286	0.03961097768
1287	0.03949348188
1288	0.03921672354
1289	0.03913945043
1290	0.03908156542
1291	0.03902927746
1292	0.03875044645
1293	0.0386787904
1294	0.03862118846
1295	0.03852331472
1296	0.03837502156
1297	0.03834093067
1298	0.03818293384
1299	0.03810171216
1300	0.03798547268
1301	0.03794579614
1302	0.03790436156
1303	0.03777428204
1304	0.03772096501
1305	0.03768337422
1306	0.03764245953
1307	0.03760360779
1308	0.03744722715
1309	0.03737327396
1310	0.03724907803
1311	0.03716408568
1312	0.03712449649
1313	0.03704410103
1314	0.03700259123
1315	0.03693584199
1316	0.03690087222
1317	0.03680865952
1318	0.03676469341
1319	0.03655654296
1320	0.03646889717
1321	0.03636642003
1322	0.03621664796
1323	0.0361752094
1324	0.03611237153
1325	0.03607394801
1326	0.03596435837
1327	0.03570218356
1328	0.0356093304
1329	0.03554228754
1330	0.03549437508
1331	0.0354613981
1332	0.03540135249
1333	0.03530044015
1334	0.03524339962
1335	0.0350677884
1336	0.03499651974
1337	0.03497268115
1338	0.03486934557
1339	0.03483376208
1340	0.03478705217
1341	0.03469786597
1342	0.03466219901
1343	0.03458924111
1344	0.03452818458
1345	0.03441467182
1346	0.03438545546
1347	0.03431855975
1348	0.03425005588
1349	0.03422335732
1350	0.03397149004
1351	0.0339290236
1352	0.03390315742
1353	0.03375532161
1354	0.03370788198
1355	0.03364538007
1356	0.03353367053
1357	0.0335083465
1358	0.03345151004
1359	0.03341329234
1360	0.03329816873
1361	0.033198785
1362	0.03312500121
1363	0.03304766286
1364	0.03299432383
1365	0.03281335157
1366	0.03272743918
1367	0.03259386624
1368	0.03250940515
1369	0.03250053023
1370	0.0323612563
1371	0.03235022885
1372	0.03230483271
1373	0.03228953193
1374	0.03215065083
1375	0.03212319942
1376	0.03206963285
1377	0.03191251701
1378	0.03178981168
1379	0.03168930765
1380	0.03156855911
1381	0.03152703578
1382	0.03143193715
1383	0.03139986513
1384	0.03136939572
1385	0.03132298452
1386	0.0312449966
1387	0.03114150482
1388	0.03110474537
1389	0.03107530804
1390	0.03105218476
1391	0.03090334366
1392	0.03087806599
1393	0.03084389582
1394	0.03082128459
1395	0.03078690023
1396	0.03077351159
1397	0.03072648054
1398	0.03064126896
1399	0.0306041095
1400	0.03057632618
1401	0.03055496441
1402	0.03044933642
1403	0.0304394695
1404	0.03037749719
1405	0.03020495466
1406	0.0301536358
1407	0.03008879323
1408	0.03004219008
1409	0.02999255904
1410	0.02995580099
1411	0.0298740417
1412	0.02976924165
1413	0.02974429346
1414	0.02967656058
1415	0.02959688555
1416	0.02949753544
1417	0.02943137751
1418	0.02938323873
1419	0.02933631987
1420	0.02927641207
1421	0.0291901135
1422	0.02911283859
1423	0.02901836796
1424	0.02886366823
1425	0.02872744942
1426	0.02870255864
1427	0.02866306446
1428	0.02847945192
1429	0.02844385315
1430	0.02839636834
1431	0.02835908333
1432	0.02827982867
1433	0.02822763701
1434	0.02818818598
1435	0.02813685241
1436	0.02806119109
1437	0.02796200366
1438	0.02783861391
1439	0.02775189151
1440	0.02773506937
1441	0.02771918318
1442	0.02767912024
1443	0.02766600714
1444	0.02763766191
1445	0.02760931304
1446	0.02755625126
1447	0.02743686818
1448	0.02728405634
1449	0.02720937574
1450	0.02718637497
1451	0.02715411412
1452	0.02711854109
1453	0.0270624161
1454	0.02702124553
1455	0.0269981019
1456	0.02697859472
1457	0.02685304982
1458	0.02669376351
1459	0.02661204163
1460	0.02649087532
1461	0.02641298766
1462	0.02639275109
1463	0.02631342762
1464	0.02628528694
1465	0.02626618695
1466	0.02611006213
1467	0.02605608456
1468	0.02599631695
1469	0.02590849877
1470	0.02589084362
1471	0.02587302589
1472	0.02585641364
1473	0.02577830223
1474	0.02576111323
1475	0.02572292529
1476	0.0256495082
1477	0.0256339869
1478	0.02561706353
1479	0.02556819568
1480	0.02554859142
1481	0.02547652379
1482	0.02540121659
1483	0.02532786947
1484	0.02522751001
1485	0.02520275679
1486	0.02517941558
1487	0.02513224612
1488	0.02509226679
1489	0.02504818348
1490	0.02503469768
1491	0.02501901662
1492	0.02496575906
1493	0.02488825872
1494	0.02485882531
1495	0.02480142141
1496	0.02476596606
1497	0.02471815096
1498	0.02465748069
1499	0.02455560408
1500	0.02453931636
1501	0.02448402324
1502	0.02446975795
1503	0.02442595277
1504	0.02435356624
1505	0.02426418533
1506	0.02415251458
1507	0.02409447031
1508	0.0240418341
